OrderID,OrderDate,CustomerID,Product,Quantity,UnitPrice,Country,TotalPrice
135,2022-01-01 02:14:00,1123,Phone,5,361.88,India,1809.4
136,2022-01-01 02:15:00,1450,Phone,1,1862.4,UK,1862.4
137,2022-01-01 02:16:00,1047,Tablet,9,214.64,USA,1931.76
138,2022-01-01 02:17:00,1539,Phone,9,1009.09,India,9081.81
139,2022-01-01 02:18:00,1244,Keyboard,3,276.25,Germany,828.75
140,2022-01-01 02:19:00,1943,Laptop,2,1042.47,India,2084.94
141,2022-01-01 02:20:00,1411,Tablet,4,1043.72,UK,4174.88
142,2022-01-01 02:21:00,1173,Keyboard,2,962.96,USA,1925.92
143,2022-01-01 02:22:00,1037,Tablet,3,135.55,USA,406.65
144,2022-01-01 02:23:00,1789,Tablet,9,419.3,India,3773.7
145,2022-01-01 02:24:00,1982,Tablet,1,1319.35,USA,1319.35
146,2022-01-01 02:25:00,1879,Tablet,9,870.28,USA,7832.52
147,2022-01-01 02:26:00,1520,Tablet,1,524.34,India,524.34
148,2022-01-01 02:27:00,1185,Keyboard,5,504.2,India,2521.0
149,2022-01-01 02:28:00,1680,Keyboard,2,816.58,UK,1633.16
150,2022-01-01 02:29:00,1955,Laptop,8,162.74,USA,1301.92
151,2022-01-01 02:30:00,1334,Keyboard,6,1407.07,Canada,8442.42
152,2022-01-01 02:31:00,1788,Keyboard,3,944.66,UK,2833.98
153,2022-01-01 02:32:00,1746,Tablet,4,302.34,Canada,1209.36
154,2022-01-01 02:33:00,1727,Monitor,1,1879.06,Germany,1879.06
155,2022-01-01 02:34:00,1100,Tablet,8,1927.42,Germany,15419.36
156,2022-01-01 02:35:00,1590,Monitor,2,287.0,Germany,574.0
157,2022-01-01 02:36:00,1765,Tablet,6,352.15,UK,2112.9
158,2022-01-01 02:37:00,1221,Laptop,2,154.93,India,309.86
159,2022-01-01 02:38:00,1174,Keyboard,9,428.99,UK,3860.91
160,2022-01-01 02:39:00,1656,Monitor,7,621.3,Canada,4349.1
161,2022-01-01 02:40:00,1522,Laptop,4,126.83,USA,507.32
162,2022-01-01 02:41:00,1669,Tablet,7,1983.57,India,13884.99
163,2022-01-01 02:42:00,1419,Tablet,6,189.52,UK,1137.12
164,2022-01-01 02:43:00,1127,Keyboard,4,1653.0,USA,6612.0
165,2022-01-01 02:44:00,1539,Keyboard,2,1915.13,UK,3830.26
166,2022-01-01 02:45:00,1074,Laptop,2,1172.29,Canada,2344.58
167,2022-01-01 02:46:00,1157,Phone,2,547.3,Canada,1094.6
168,2022-01-01 02:47:00,1327,Keyboard,7,793.3,Canada,5553.1
169,2022-01-01 02:48:00,1730,Laptop,3,936.54,Germany,2809.62
170,2022-01-01 02:49:00,1153,Phone,6,215.99,Germany,1295.94
171,2022-01-01 02:50:00,1497,Keyboard,4,1349.32,India,5397.28
172,2022-01-01 02:51:00,1402,Phone,5,1126.06,India,5630.3
173,2022-01-01 02:52:00,1533,Tablet,9,868.8,Germany,7819.2
174,2022-01-01 02:53:00,1401,Monitor,1,980.71,USA,980.71
175,2022-01-01 02:54:00,1542,Tablet,8,142.41,USA,1139.28
176,2022-01-01 02:55:00,1958,Keyboard,7,113.08,Germany,791.56
177,2022-01-01 02:56:00,1904,Keyboard,2,397.67,Germany,795.34
178,2022-01-01 02:57:00,1810,Tablet,4,1316.85,Canada,5267.4
179,2022-01-01 02:58:00,1505,Phone,5,629.53,UK,3147.65
180,2022-01-01 02:59:00,1260,Monitor,2,1556.31,UK,3112.62
181,2022-01-01 03:00:00,1964,Laptop,5,747.29,Canada,3736.45
182,2022-01-01 03:01:00,1884,Keyboard,4,1615.58,USA,6462.32
183,2022-01-01 03:02:00,1645,Phone,3,502.6,USA,1507.8
184,2022-01-01 03:03:00,1974,Phone,3,512.64,USA,1537.92
185,2022-01-01 03:04:00,1158,Phone,3,1306.51,Germany,3919.53
186,2022-01-01 03:05:00,1628,Keyboard,2,750.71,Germany,1501.42
187,2022-01-01 03:06:00,1578,Keyboard,7,1258.7,India,8810.9
188,2022-01-01 03:07:00,1776,Keyboard,7,241.37,Germany,1689.59
189,2022-01-01 03:08:00,1968,Laptop,7,818.81,Germany,5731.67
190,2022-01-01 03:09:00,1128,Laptop,8,204.79,India,1638.32
191,2022-01-01 03:10:00,1901,Laptop,6,315.43,UK,1892.58
192,2022-01-01 03:11:00,1755,Monitor,1,489.75,India,489.75
193,2022-01-01 03:12:00,1064,Laptop,3,231.88,Germany,695.64
194,2022-01-01 03:13:00,1430,Keyboard,4,1434.67,Canada,5738.68
195,2022-01-01 03:14:00,1861,Keyboard,4,389.19,Canada,1556.76
196,2022-01-01 03:15:00,1238,Monitor,1,1406.74,UK,1406.74
197,2022-01-01 03:16:00,1445,Monitor,9,893.17,UK,8038.53
198,2022-01-01 03:17:00,1776,Tablet,1,252.75,UK,252.75
199,2022-01-01 03:18:00,1229,Tablet,3,1472.34,Canada,4417.02
200,2022-01-01 03:19:00,1189,Tablet,3,473.37,India,1420.11
201,2022-01-01 03:20:00,1249,Phone,1,1170.54,UK,1170.54
202,2022-01-01 03:21:00,1660,Tablet,9,1685.87,Canada,15172.83
203,2022-01-01 03:22:00,1719,Monitor,6,1931.77,Germany,11590.62
204,2022-01-01 03:23:00,1205,Keyboard,3,1594.73,Germany,4784.19
205,2022-01-01 03:24:00,1516,Monitor,9,1174.48,UK,10570.32
206,2022-01-01 03:25:00,1053,Keyboard,1,727.48,UK,727.48
207,2022-01-01 03:26:00,1339,Keyboard,4,1588.52,Germany,6354.08
208,2022-01-01 03:27:00,1809,Keyboard,9,1502.72,UK,13524.48
209,2022-01-01 03:28:00,1366,Monitor,6,710.91,India,4265.46
210,2022-01-01 03:29:00,1755,Monitor,2,641.58,Germany,1283.16
211,2022-01-01 03:30:00,1376,Keyboard,8,1692.93,Canada,13543.44
212,2022-01-01 03:31:00,1980,Tablet,4,904.34,Germany,3617.36
213,2022-01-01 03:32:00,1505,Phone,4,1456.08,India,5824.32
214,2022-01-01 03:33:00,1671,Monitor,7,953.09,India,6671.63
215,2022-01-01 03:34:00,1533,Tablet,8,183.69,India,1469.52
216,2022-01-01 03:35:00,1240,Phone,9,1587.87,Germany,14290.83
217,2022-01-01 03:36:00,1015,Monitor,1,669.01,USA,669.01
218,2022-01-01 03:37:00,1357,Keyboard,7,669.46,India,4686.22
219,2022-01-01 03:38:00,1012,Laptop,7,361.77,Canada,2532.39
220,2022-01-01 03:39:00,1842,Monitor,8,222.85,India,1782.8
221,2022-01-01 03:40:00,1521,Tablet,9,864.6,Germany,7781.4
222,2022-01-01 03:41:00,1237,Monitor,5,1690.17,UK,8450.85
223,2022-01-01 03:42:00,1524,Monitor,1,1186.42,USA,1186.42
224,2022-01-01 03:43:00,1397,Monitor,1,1454.24,Germany,1454.24
225,2022-01-01 03:44:00,1271,Tablet,9,645.9,USA,5813.1
226,2022-01-01 03:45:00,1980,Monitor,3,656.76,UK,1970.28
227,2022-01-01 03:46:00,1622,Monitor,4,814.2,UK,3256.8
228,2022-01-01 03:47:00,1967,Laptop,6,641.1,Canada,3846.6
229,2022-01-01 03:48:00,1245,Laptop,8,547.59,Canada,4380.72
230,2022-01-01 03:49:00,1901,Monitor,2,205.37,UK,410.74
231,2022-01-01 03:50:00,1069,Monitor,8,988.68,Germany,7909.44
232,2022-01-01 03:51:00,1018,Keyboard,1,236.03,Germany,236.03
233,2022-01-01 03:52:00,1030,Monitor,1,308.52,Germany,308.52
234,2022-01-01 03:53:00,1268,Keyboard,8,1570.57,India,12564.56
235,2022-01-01 03:54:00,1174,Keyboard,6,537.66,UK,3225.96
236,2022-01-01 03:55:00,1273,Tablet,5,1839.34,India,9196.7
237,2022-01-01 03:56:00,1128,Keyboard,9,1414.64,Germany,12731.76
238,2022-01-01 03:57:00,1900,Monitor,4,922.38,USA,3689.52
239,2022-01-01 03:58:00,1203,Tablet,4,1458.5,India,5834.0
240,2022-01-01 03:59:00,1284,Tablet,6,1065.35,Canada,6392.1
241,2022-01-01 04:00:00,1132,Laptop,9,279.66,Canada,2516.94
242,2022-01-01 04:01:00,1239,Monitor,9,937.39,USA,8436.51
243,2022-01-01 04:02:00,1379,Tablet,8,642.46,India,5139.68
244,2022-01-01 04:03:00,1398,Phone,2,1441.42,USA,2882.84
245,2022-01-01 04:04:00,1271,Keyboard,8,819.45,UK,6555.6
246,2022-01-01 04:05:00,1755,Phone,9,1295.2,UK,11656.8
247,2022-01-01 04:06:00,1594,Laptop,6,537.91,USA,3227.46
248,2022-01-01 04:07:00,1081,Laptop,2,671.93,UK,1343.86
249,2022-01-01 04:08:00,1594,Laptop,2,1454.26,USA,2908.52
250,2022-01-01 04:09:00,1889,Laptop,7,167.56,USA,1172.92
251,2022-01-01 04:10:00,1454,Keyboard,9,1074.47,India,9670.23
252,2022-01-01 04:11:00,1206,Tablet,5,246.94,UK,1234.7
253,2022-01-01 04:12:00,1491,Monitor,2,1162.1,Germany,2324.2
254,2022-01-01 04:13:00,1663,Keyboard,9,1109.2,Germany,9982.8
255,2022-01-01 04:14:00,1187,Monitor,8,1160.6,Canada,9284.8
256,2022-01-01 04:15:00,1375,Monitor,7,1255.72,USA,8790.04
257,2022-01-01 04:16:00,1461,Tablet,6,525.7,India,3154.2
258,2022-01-01 04:17:00,1772,Monitor,4,1131.0,Canada,4524.0
259,2022-01-01 04:18:00,1826,Tablet,6,318.04,India,1908.24
260,2022-01-01 04:19:00,1746,Phone,4,566.15,India,2264.6
261,2022-01-01 04:20:00,1726,Phone,2,440.98,USA,881.96
262,2022-01-01 04:21:00,1314,Phone,8,273.35,Germany,2186.8
263,2022-01-01 04:22:00,1932,Keyboard,1,339.37,Germany,339.37
264,2022-01-01 04:23:00,1415,Keyboard,1,620.05,Canada,620.05
265,2022-01-01 04:24:00,1082,Phone,1,1992.93,USA,1992.93
266,2022-01-01 04:25:00,1859,Tablet,6,904.78,USA,5428.68
267,2022-01-01 04:26:00,1020,Laptop,9,1592.61,UK,14333.49
268,2022-01-01 04:27:00,1258,Monitor,3,1391.76,UK,4175.28
269,2022-01-01 04:28:00,1766,Tablet,3,460.08,UK,1380.24
270,2022-01-01 04:29:00,1281,Monitor,9,124.39,India,1119.51
271,2022-01-01 04:30:00,1106,Laptop,9,1336.84,USA,12031.56
272,2022-01-01 04:31:00,1635,Phone,7,218.34,Germany,1528.38
273,2022-01-01 04:32:00,1528,Laptop,2,1589.81,UK,3179.62
274,2022-01-01 04:33:00,1066,Keyboard,8,1515.83,UK,12126.64
275,2022-01-01 04:34:00,1776,Phone,4,915.0,India,3660.0
276,2022-01-01 04:35:00,1335,Tablet,1,1213.52,India,1213.52
277,2022-01-01 04:36:00,1573,Monitor,1,1041.99,Germany,1041.99
278,2022-01-01 04:37:00,1270,Keyboard,7,1618.21,India,11327.47
279,2022-01-01 04:38:00,1896,Phone,7,644.35,UK,4510.45
280,2022-01-01 04:39:00,1951,Phone,4,1866.67,UK,7466.68
281,2022-01-01 04:40:00,1341,Laptop,4,1593.04,India,6372.16
282,2022-01-01 04:41:00,1700,Laptop,6,1403.13,Canada,8418.78
283,2022-01-01 04:42:00,1658,Keyboard,6,913.74,UK,5482.44
284,2022-01-01 04:43:00,1230,Monitor,1,1723.5,UK,1723.5
285,2022-01-01 04:44:00,1499,Tablet,7,1469.16,USA,10284.12
286,2022-01-01 04:45:00,1651,Monitor,9,1383.01,India,12447.09
287,2022-01-01 04:46:00,1207,Tablet,9,413.57,USA,3722.13
288,2022-01-01 04:47:00,1330,Tablet,2,1597.9,India,3195.8
289,2022-01-01 04:48:00,1702,Laptop,4,1779.13,India,7116.52
290,2022-01-01 04:49:00,1633,Phone,2,1889.04,Canada,3778.08
291,2022-01-01 04:50:00,1934,Phone,3,1623.41,India,4870.23
292,2022-01-01 04:51:00,1398,Laptop,9,1505.79,Germany,13552.11
293,2022-01-01 04:52:00,1403,Monitor,8,409.54,India,3276.32
294,2022-01-01 04:53:00,1180,Keyboard,9,348.63,Germany,3137.67
295,2022-01-01 04:54:00,1570,Phone,2,635.47,Germany,1270.94
296,2022-01-01 04:55:00,1261,Keyboard,8,1643.36,UK,13146.88
297,2022-01-01 04:56:00,1220,Laptop,3,1177.96,Canada,3533.88
298,2022-01-01 04:57:00,1235,Tablet,3,1552.68,Canada,4658.04
299,2022-01-01 04:58:00,1011,Keyboard,6,967.31,India,5803.86
300,2022-01-01 04:59:00,1227,Monitor,3,1701.21,UK,5103.63
301,2022-01-01 05:00:00,1364,Tablet,8,268.37,USA,2146.96
302,2022-01-01 05:01:00,1770,Tablet,6,1820.79,India,10924.74
303,2022-01-01 05:02:00,1392,Laptop,2,1252.19,USA,2504.38
304,2022-01-01 05:03:00,1746,Phone,6,886.3,Germany,5317.8
305,2022-01-01 05:04:00,1368,Keyboard,7,1422.47,UK,9957.29
306,2022-01-01 05:05:00,1594,Laptop,5,1234.74,Germany,6173.7
307,2022-01-01 05:06:00,1256,Laptop,5,432.57,Germany,2162.85
308,2022-01-01 05:07:00,1370,Monitor,5,600.91,India,3004.55
309,2022-01-01 05:08:00,1783,Keyboard,7,647.17,Germany,4530.19
310,2022-01-01 05:09:00,1189,Laptop,8,1760.08,UK,14080.64
311,2022-01-01 05:10:00,1027,Monitor,9,1910.5,Canada,17194.5
312,2022-01-01 05:11:00,1126,Keyboard,2,272.23,India,544.46
313,2022-01-01 05:12:00,1776,Keyboard,7,592.37,India,4146.59
314,2022-01-01 05:13:00,1690,Laptop,5,818.68,Canada,4093.4
315,2022-01-01 05:14:00,1445,Laptop,7,154.92,USA,1084.44
316,2022-01-01 05:15:00,1862,Phone,4,1087.69,USA,4350.76
317,2022-01-01 05:16:00,1526,Keyboard,9,1383.41,India,12450.69
318,2022-01-01 05:17:00,1452,Phone,7,524.38,Germany,3670.66
319,2022-01-01 05:18:00,1869,Phone,7,1348.66,UK,9440.62
320,2022-01-01 05:19:00,1184,Phone,2,251.25,UK,502.5
321,2022-01-01 05:20:00,1377,Tablet,3,1787.12,USA,5361.36
322,2022-01-01 05:21:00,1953,Phone,7,319.45,Germany,2236.15
323,2022-01-01 05:22:00,1589,Laptop,6,791.92,Canada,4751.52
324,2022-01-01 05:23:00,1158,Phone,5,440.04,India,2200.2
325,2022-01-01 05:24:00,1831,Keyboard,3,671.21,Canada,2013.63
326,2022-01-01 05:25:00,1966,Phone,9,1593.42,Canada,14340.78
327,2022-01-01 05:26:00,1462,Phone,2,1998.0,India,3996.0
328,2022-01-01 05:27:00,1729,Tablet,6,1002.52,India,6015.12
329,2022-01-01 05:28:00,1333,Laptop,3,921.37,Canada,2764.11
330,2022-01-01 05:29:00,1429,Tablet,8,1658.78,USA,13270.24
331,2022-01-01 05:30:00,1130,Phone,9,310.48,USA,2794.32
332,2022-01-01 05:31:00,1588,Monitor,6,895.54,USA,5373.24
333,2022-01-01 05:32:00,1018,Laptop,3,1029.63,Canada,3088.89
334,2022-01-01 05:33:00,1148,Keyboard,1,1244.12,Canada,1244.12
335,2022-01-01 05:34:00,1724,Laptop,9,1156.0,UK,10404.0
336,2022-01-01 05:35:00,1101,Phone,9,1453.45,Canada,13081.05
337,2022-01-01 05:36:00,1390,Keyboard,6,996.16,USA,5976.96
338,2022-01-01 05:37:00,1739,Laptop,1,962.86,UK,962.86
339,2022-01-01 05:38:00,1321,Keyboard,8,1154.04,India,9232.32
340,2022-01-01 05:39:00,1551,Keyboard,5,1750.27,Germany,8751.35
341,2022-01-01 05:40:00,1476,Laptop,6,550.63,Germany,3303.78
342,2022-01-01 05:41:00,1724,Phone,6,571.47,India,3428.82
343,2022-01-01 05:42:00,1393,Laptop,2,167.39,USA,334.78
344,2022-01-01 05:43:00,1922,Phone,5,134.15,Germany,670.75
345,2022-01-01 05:44:00,1450,Laptop,4,1912.55,UK,7650.2
346,2022-01-01 05:45:00,1325,Laptop,1,563.9,Canada,563.9
347,2022-01-01 05:46:00,1635,Phone,7,590.66,Germany,4134.62
348,2022-01-01 05:47:00,1875,Tablet,2,1863.93,Germany,3727.86
349,2022-01-01 05:48:00,1628,Keyboard,9,1238.84,Canada,11149.56
350,2022-01-01 05:49:00,1644,Keyboard,2,728.65,India,1457.3
351,2022-01-01 05:50:00,1503,Monitor,1,644.29,India,644.29
352,2022-01-01 05:51:00,1488,Monitor,8,656.32,Canada,5250.56
353,2022-01-01 05:52:00,1459,Phone,1,835.21,Germany,835.21
354,2022-01-01 05:53:00,1222,Keyboard,7,1013.06,UK,7091.42
355,2022-01-01 05:54:00,1191,Tablet,2,1386.2,Canada,2772.4
356,2022-01-01 05:55:00,1771,Keyboard,9,1713.97,Canada,15425.73
357,2022-01-01 05:56:00,1526,Keyboard,5,1192.63,USA,5963.15
358,2022-01-01 05:57:00,1038,Laptop,1,1405.62,Germany,1405.62
359,2022-01-01 05:58:00,1524,Phone,2,1407.41,USA,2814.82
360,2022-01-01 05:59:00,1835,Monitor,6,1806.65,Germany,10839.9
361,2022-01-01 06:00:00,1768,Monitor,5,1246.79,India,6233.95
362,2022-01-01 06:01:00,1942,Keyboard,7,914.13,Germany,6398.91
363,2022-01-01 06:02:00,1299,Phone,5,1362.04,India,6810.2
364,2022-01-01 06:03:00,1088,Keyboard,7,1548.44,Germany,10839.08
365,2022-01-01 06:04:00,1377,Laptop,5,840.86,Germany,4204.3
366,2022-01-01 06:05:00,1713,Keyboard,9,149.74,Canada,1347.66
367,2022-01-01 06:06:00,1493,Monitor,4,1104.28,India,4417.12
368,2022-01-01 06:07:00,1605,Tablet,3,1908.14,India,5724.42
369,2022-01-01 06:08:00,1323,Keyboard,3,350.73,USA,1052.19
370,2022-01-01 06:09:00,1347,Laptop,7,1284.55,UK,8991.85
